Flaeche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hoehe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;lon;lat
213;007;Carpinus;betulus; -;Hainbuche;14;6;74;L;70393;347991;14,2807172886603;48,2662953475121
213;009;Acer;platanoides; -;Spitz-Ahorn;15;10;147;L;70428;348008;14,2811973367241;48,2664422016845
213;010;Prunus;Zierform; -;Zier-Kirsche;17;10;310;L;70436;347991;14,2812911416646;48,2662867653267
213;012;Prunus;Zierform; -;Zier-Kirsche;20;7;144;L;70442;347985;14,2813816173480;48,2662348154707
213;015;Carpinus;betulus; -;Hainbuche;14;5;110;L;70442;347980;14,2813684929031;48,2661919882633
709;003;Tilia;cordata; -;Winter-Linde;5;4;90;L;71608;351193;14,2976201275666;48,2949513746318
709;004;Tilia;cordata; -;Winter-Linde;5;5;85;L;71610;351191;14,2976467404751;48,2949331656787
638;009;Fagus;sylvatica; -;Rotbuche;36;20;239;L;68529;354266;14,2566318498533;48,3229234495454
657;025;Betula;pendula; -;Weiﬂ-Birke;15;7;105;L;71506;354419;14,2967945474442;48,3239701058461
205;005;Pinus;sp.; -;Kiefer / Fˆhre;6;4;50;N;70940;348306;14,2881388970471;48,2690698759412
665;017;Sorbus;intermedia; -;Schwedische Mehlbeere;5;4;78;L;72703;355254;14,3130720844996;48,3313447944116
286;447;Juglans;nigra; -;Schwarznuss;18;7;76;L;72948;355849;14,3164797613791;48,3366682874539
204;057;Juglans;regia; -;Walnuss;12;8;200;L;71816;348838;14,3000294713205;48,2737537574969
819;005;Tilia;cordata; -;Winter-Linde;12;6;150;L;71261;348862;14,2925461483113;48,2740343907842
819;007;Tilia;cordata; -;Winter-Linde;12;9;210;L;71263;348798;14,2925689555288;48,2734546960724
819;017;Tilia;cordata; -;Winter-Linde;12;6;170;L;71248;348866;14,2923804648543;48,2740633433548
819;028;Tilia;cordata; -;Winter-Linde;12;6;120;L;71263;348481;14,2925118221170;48,2706082464941
335;013;Betula;pendula; -;Weiﬂ-Birke;14;7;114;L;72438;351843;14,3089156414449;48,3007019720845
290;745;Tilia;sp.;-;Linde;8;4;51;L;72814;355892;14,3146782020828;48,3370708011543
558;013;Acer;campestre; -;Feld-Ahorn;8;7;84;L;71151;353542;14,2918598842263;48,3161247227398
422;148;Acer;campestre; -;Feld-Ahorn;10;8;103;L;71511;346211;14,2954740172004;48,2501649039075
117;035;Tilia;cordata; -;Winter-Linde;10;6;69;L;73165;352014;14,3187470783745;48,3021579175488
422;149;Pinus;nigra;austriaca;÷sterreichische Schwarz-Kiefer;13;8;163;N;71507;346209;14,2954138926018;48,2501452666796
117;054;Acer;sp.; -;Ahorn;15;9;244;L;73123;351999;14,3181682976543;48,3020255845810
