Flaeche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hoehe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;lon;lat
1516;979;Salix;alba; -;Silber-Weide;15;6;161;L;70067;352502;14,2770753052098;48,3068935823991
5223;009;Carpinus;betulus; -;Hainbuche;14;8;102;L;72621;348329;14,3107827576403;48,2690804703516
1516;980;Salix;alba; -;Silber-Weide;15;7;161;L;70056;352499;14,2769169217320;48,3068633504428
5223;012;Acer;campestre; -;Feld-Ahorn;12;6;154;L;72619;348322;14,3107559527027;48,2690207183079
626;038;Prunus;serrulata; -;Japanische Bl¸ten-Kirsche;8;8;34;L;72870;355243;14,3153261173188;48,3312275511600
626;039;Prunus;serrulata; -;Japanische Bl¸ten-Kirsche;8;8;115;L;72870;355237;14,3153280922735;48,3311676267117
6438;048a;Tilia;sp.;-;Linde;12;9;93;L;71137;356160;14,2921073786803;48,3396664850619
5223;083;Acer;platanoides; -;Spitz-Ahorn;5;4;45;L;72307;348017;14,3065014372168;48,2663144925835
626;041;Abies;concolor; -;Colorado-Tanne;8;4;118;N;72879;355234;14,3154450288093;48,3311395813232
51;020;Quercus;robur; -;Stiel-Eiche;13;12;144;L;71670;352864;14,2987415342103;48,3099682501809
938;029;Liriodendron;tulipifera; -;Tulpenbaum;10;8;71;L;76103;346705;14,3573861572321;48,2540743434931
240;058;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;4;2;18;L;72553;346315;14,3095224225996;48,2509811589080
532;162;Picea;abies; -;Gemeine Fichte;22;6;126;N;69528;353014;14,2698961101108;48,3115539880952
693;015;Betula;pendula; -;Weiﬂ-Birke;21;7;106;L;71338;356732;14,2949147467513;48,3447871982712
532;165;Betula;sp.; -;Birke;20;6;155;L;69528;353007;14,2698949922956;48,3114927263964
698;033;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;17;16;291;L;71063;350638;14,2901830959279;48,2900220759087
212;251;Tsuga;canadensis; -;Kanadische Hemlocktanne;12;6;95;N;71217;352843;14,2926343728499;48,3098326376993
212;252;Tsuga;canadensis; -;Kanadische Hemlocktanne;8;4;57;N;71219;352848;14,2926523739032;48,3098760077949
212;253a;Tsuga;canadensis; -;Kanadische Hemlocktanne;6;7;94;N;71215;352851;14,2926078867909;48,3099008748872
637;006;Chamaecyparis;lawsoniana; -;Lawson-Scheinzypresse;7;6;270;N;71211;355425;14,2929861328668;48,3330458660196
637;007;Betula;pendula; -;Weiﬂ-Birke;18;9;144;L;71213;355414;14,2930087116051;48,3329539619819
673;022a;Pinus;wallichiana; -;Tr‰nen-Kiefer;7;6;95;N;71558;355577;14,2976868494539;48,3343769658944
907;009FL;Acer;sp.; -;Ahorn;20;0;0;L;71190;349261;14,2916656428614;48,2776239720766
24;035;Acer;pseudoplatanus; -;Berg-Ahorn;20;6;130;L;70407;351518;14,2814900434359;48,2980121110399
654;169;Sorbus;aria; -;Echte Mehlbeere;10;6;142;L;73201;355601;14,3198478724924;48,3344053975485
492;027a;Tilia;cordata; -;Winter-Linde;3;3;20;L;69371;351555;14,2675286498296;48,2984536571837
492;049;Tilia;cordata; -;Winter-Linde;14;10;160;L;69400;351455;14,2679090537706;48,2975525727812
492;131;Tilia;cordata; -;Winter-Linde;15;11;155;L;69670;351020;14,2714764222116;48,2936111612253
492;132;Tilia;cordata; -;Winter-Linde;14;10;160;L;69676;351016;14,2715566154837;48,2935745360778
516;013;Betula;pendula; -;Weiﬂ-Birke;20;11;160;L;69826;351931;14,2737264886905;48,3017890107143
557;053;Quercus;robur; -;Stiel-Eiche;15;7;108;L;71164;353622;14,2920483674502;48,3168397610103
717;095;Acer;platanoides; -;Spitz-Ahorn;14;16;180;L;70663;350612;14,2847892326999;48,2898337614773
1063;011;Tilia;cordata; -;Winter-Linde;11;5;70;L;70107;351153;14,2773890145975;48,2947589248741
652;875;Fraxinus;excelsior; -;Gemeine Esche;8;4;48;L;73032;354603;14,3173938635360;48,3254524105420
652;918;Fraxinus;excelsior; -;Gemeine Esche;22;9;214;L;73356;354474;14,3217476899827;48,3242517803843
652;920;Quercus;robur; -;Stiel-Eiche;22;7;197;L;73367;354466;14,3218925876144;48,3241797500271
652;922;Quercus;robur; -;Stiel-Eiche;22;9;248;L;73380;354459;14,3220605757289;48,3241140650242
652;402;Quercus;robur; -;Stiel-Eiche;15;9;108;L;73479;354398;14,3233862397421;48,3235522272201
652;930;Fraxinus;excelsior; -;Gemeine Esche;17;8;143;L;73478;354390;14,3233711738011;48,3234816750743
652;939;Tilia;cordata; -;Winter-Linde;10;6;65;L;73531;354352;14,3240781578259;48,3231342356830
652;946;Acer;platanoides; -;Spitz-Ahorn;17;10;154;L;73595;354299;14,3249340842903;48,3226543563356
207;015a;Prunus;Zierform; -;Zier-Kirsche;6;14;50;L;72391;348542;14,3077187106313;48,2710257098803
652;952;Tilia;platyphyllos; -;Sommer-Linde;12;6;86;L;73626;354271;14,3253514986781;48,3224002586328
652;926;Tilia;tomentosa; -;Silber-Linde;15;8;126;L;73457;354406;14,3230949662481;48,3236281711479
652;955;Quercus;robur; -;Stiel-Eiche;22;12;211;L;73639;354257;14,3255198663731;48,3222714409090
898;050;Quercus;robur; -;Stiel-Eiche;25;20;327;L;71327;349243;14,2935041932985;48,2774484385543
652;958;Quercus;robur; -;Stiel-Eiche;22;11;190;L;73654;354239;14,3257231643499;48,3221101938945
656;092a;Malus;Hybr.;Profusion (M.moerlandsii);"Zier-Apfel ""Profusion"" (rot gef¸llt)";7;3;30;L;72839;355339;14,3149209830021;48,3320912209313
928;091a;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;5;2;16;L;71123;347249;14,2904287713248;48,2595412087251
1189;035;Ulmus;sp.; -;Ulme;12;8;110;L;76486;347675;14,3627161268323;48,2627497569707
575;012a;Crataegus;prunifolia; -;Pflaumenbl‰ttriger Weiﬂdorn;4;2;28;L;70578;353770;14,2841668760863;48,3182346063728
575;013a;Crataegus;prunifolia; -;Pflaumenbl‰ttriger Weiﬂdorn;4;2;36;L;70588;353781;14,2843080268112;48,3183347472076
652;976;Quercus;robur; -;Stiel-Eiche;22;12;230;L;73736;354144;14,3268068713980;48,3212418013756
652;978;Tilia;cordata; -;Winter-Linde;14;6;69;L;73743;354132;14,3268994175245;48,3211320528010
7;106;Liriodendron;tulipifera; -;Tulpenbaum;32;25;330;L;73368;355859;14,3221402015877;48,3367093477303
5182;048;Fraxinus;excelsior; -;Gemeine Esche;10;5;97;L;70498;344747;14,2815964741841;48,2371105851964
5182;054;Fraxinus;excelsior; -;Gemeine Esche;8;4;84;L;70561;344777;14,2824441269136;48,2373806763654
635;023;Alnus;incana; -;Grau-Erle;30;10;252;L;70860;354956;14,2881661789389;48,3288743262844
5178;114;Fraxinus;excelsior; -;Gemeine Esche;12;7;101;L;71050;345341;14,2891276968391;48,2423908392668
635;025;Prunus;avium; -;Vogel-Kirsche;30;12;176;L;70847;354960;14,2879992765894;48,3289080490762
357;036;Acer;campestre; -;Feld-Ahorn;9;7;73;L;72899;351449;14,3150636240621;48,2971082176225
357;036a;Tilia;cordata; -;Winter-Linde;5;3;145;L;72938;351276;14,3155592710924;48,2955474699786
783;018;Sequoiadendron;giganteum; -;Riesenmammutbaum;5;2;60;N;69435;351159;14,2683320875665;48,2948890388933
357;040;Acer;campestre; -;Feld-Ahorn;9;7;65;L;72921;351370;14,3153435634604;48,2963936254824
357;042;Acer;campestre; -;Feld-Ahorn;8;6;67;L;72932;351331;14,3154850876352;48,2960416845646
5177;129;Fraxinus;excelsior; -;Gemeine Esche;11;6;112;L;71294;345281;14,2923970080292;48,2418295201346
5189;157;Fraxinus;excelsior; -;Gemeine Esche;8;6;61;L;71416;345261;14,2940421452265;48,2416346992819
957;059;Quercus;robur; -;Stiel-Eiche;13;7;124;L;71646;346970;14,2974133415909;48,2569773560970
5189;158;Fraxinus;excelsior; -;Gemeine Esche;9;4;55;L;71410;345260;14,2939602857739;48,2416246033628
957;058;Quercus;robur; -;Stiel-Eiche;13;8;143;L;71645;346981;14,2974124891951;48,2570744344266
5189;159;Fraxinus;excelsior; -;Gemeine Esche;8;4;57;L;71402;345260;14,2938517937551;48,2416302661009
129;094;Acer;platanoides; -;Spitz-Ahorn;20;6;198;L;72371;349188;14,3075619711139;48,2768376939674
620;002FL;Alnus;glutinosa; -;Schwarz-Erle;25;0;0;L;70314;355362;14,2808702703727;48,3325867189940
620;003FL;Alnus;glutinosa; -;Schwarz-Erle;30;0;0;L;70321;355321;14,2809614665983;48,3322112080813
630;998FL;Carpinus;betulus; -;Hainbuche;15;0;0;L;70549;355097;14,2840052656076;48,3301767287738
669;069;Prunus;serrulata; -;Japanische Bl¸ten-Kirsche;8;9;197;L;70987;355289;14,2899428704704;48,3318471140227
818;018;Tilia;sp.;-;Linde;27;10;235;L;71006;348927;14,2891265316310;48,2746458536514
682;012;Fagus;sylvatica; -;Rotbuche;12;9;95;L;71227;354445;14,2930343264129;48,3242316355914
1212;008;Acer;pseudoplatanus; -;Berg-Ahorn;14;6;78;L;69891;353231;14,2748243445518;48,3134669576040
1212;007;Fraxinus;excelsior; -;Gemeine Esche;14;3;64;L;69888;353235;14,2747837142044;48,3135055711546
611;036;Acer;saccharinum; -;Silber-Ahorn;11;7;40;L;70254;354090;14,2798609303149;48,3211514062510
904;020;Quercus;robur; -;Stiel-Eiche;25;15;330;L;71246;349110;14,2923914015075;48,2762589894437
680;014;Liriodendron;tulipifera; -;Tulpenbaum;20;12;147;L;71863;355416;14,3017780203556;48,3328962080189
1270;044;Acer;sp.; -;Ahorn;18;14;351;L;71504;350039;14,2960241898610;48,2845865214214
6154;016;Acer;platanoides; -;Spitz-Ahorn;11;5;59;L;70595;354614;14,2845386166528;48,3258299442896
5224;022;Acer;sp.; -;Ahorn;13;3;67;L;72196;347902;14,3049837282074;48,2652931595960
205;031;Fagus;sylvatica; -;Rotbuche;17;7;250;L;70875;348235;14,2872547902195;48,2684341650310
5223;067;Acer;campestre; -;Feld-Ahorn;12;7;115;L;72370;348074;14,3073610217007;48,2668207245461
15;016;Betula;pendula; -;Weiﬂ-Birke;10;7;122;L;72860;355776;14,3152794081694;48,3360181839870
15;017;Betula;pendula; -;Weiﬂ-Birke;10;7;144;L;72865;355777;14,3153515562825;48,3360310243797
492;046a;Tilia;cordata; -;Winter-Linde;4;2;15;L;69394;351468;14,2678278216525;48,2976679252483
652;111;Tilia;cordata; -;Winter-Linde;13;4;79;L;72286;354616;14,3073434655679;48,3256514641527
517;008;Betula;pendula; -;Weiﬂ-Birke;22;11;145;L;70054;352046;14,2768203257901;48,3027946054814
711;015;Chamaecyparis;sp.; -;Scheinzypresse;6;5;70;N;70461;350654;14,2820743696791;48,2902329546991
713;021;Fraxinus;americana; -;Weiﬂ-Esche;14;9;170;L;70682;350075;14,2849556200432;48,2850018886907
758;008;Betula;pendula; -;Weiﬂ-Birke;12;6;110;L;70880;350656;14,2877215616797;48,2902087371846
773;010;Tilia;sp.;-;Linde;23;15;164;L;70381;350054;14,2808969163538;48,2848466977769
773;011;Quercus;robur; -;Stiel-Eiche;12;22;270;L;70391;350069;14,2810341315245;48,2849804688353
758;007;Betula;pendula; -;Weiﬂ-Birke;11;8;100;L;70874;350655;14,2876409536953;48,2901923933779
652;266;Fraxinus;excelsior; -;Gemeine Esche;10;6;58;L;73598;354314;14,3249773938593;48,3227842729942
652;270;Quercus;robur; -;Stiel-Eiche;25;14;253;L;73619;354293;14,3252627299639;48,3225950327394
652;272;Quercus;robur; -;Stiel-Eiche;9;4;36;L;73629;354285;14,3253916458907;48,3225272994164
652;278;Quercus;robur; -;Stiel-Eiche;25;10;163;L;73668;354243;14,3259122771186;48,3221444878751
803;005;Picea;abies; -;Gemeine Fichte;20;3;200;N;70384;350760;14,2810549620405;48,2911981139569
652;283;Acer;platanoides; -;Spitz-Ahorn;12;5;73;L;73691;354217;14,3262162357773;48,3219039268265
652;294;Quercus;robur; -;Stiel-Eiche;17;6;104;L;73740;354159;14,3268678585349;48,3213772162760
1063;003;Tilia;cordata; -;Winter-Linde;13;1;80;L;70025;351188;14,2762918476672;48,2950820687458
1063;006;Tilia;cordata; -;Winter-Linde;9;4;45;L;70061;351170;14,2767714340944;48,2949165189093
559;008;Tilia;sp.;-;Linde;12;6;63;L;71416;353969;14,2955060069902;48,3199296965339
559;024;Quercus;robur; -;Stiel-Eiche;15;9;169;L;71455;353985;14,2960273231373;48,3200725796247
1035;010;Quercus;robur; -;Stiel-Eiche;14;6;100;L;70652;356128;14,2855589176589;48,3394344320215
559;028;Quercus;rubra; -;Amerikanische Rot-Eiche;18;12;192;L;71426;353960;14,2956347540775;48,3198538432492
559;031;Salix;alba; -;Silber-Weide;15;6;95;L;71415;353944;14,2954819214162;48,3197135732148
559;032;Fraxinus;excelsior; -;Gemeine Esche;20;12;216;L;71408;353936;14,2953923907872;48,3196392421908
559;033;Tilia;sp.;-;Linde;12;6;84;L;71400;353929;14,2952810120835;48,3195789841848
559;034a;Acer;pseudoplatanus; -;Berg-Ahorn;7;4;40;L;71395;353921;14,2952111534746;48,3195076915616
559;035;Tilia;sp.;-;Linde;15;7;85;L;71402;353924;14,2952979845033;48,3195271927287
559;037;Quercus;robur; -;Stiel-Eiche;20;14;220;L;71413;353919;14,2954571524109;48,3194872155709
559;046;Quercus;robur; -;Stiel-Eiche;22;14;228;L;71400;353894;14,2952695766483;48,3192600838580
1515;025;Fagus;sylvatica; -;Rotbuche;4;3;16;L;70460;354588;14,2827118679914;48,3256097770501
559;057;Acer;campestre; -;Feld-Ahorn;12;9;109;L;71394;353799;14,2951817422248;48,3184089135714
559;058;Acer;campestre; -;Feld-Ahorn;10;8;88;L;71388;353792;14,2950896796664;48,3183424946517
893;028;Davidia;involucrata; -;Taschentuchbaum;2;1;30;L;71802;355431;14,3009496805109;48,3330382250462
559;060;Acer;campestre; -;Feld-Ahorn;10;6;78;L;71375;353776;14,2949162828969;48,3181997519348
559;061;Acer;campestre; -;Feld-Ahorn;12;9;102;L;71369;353768;14,2948395082467;48,3181343950870
559;062;Acer;campestre; -;Feld-Ahorn;11;6;94;L;71363;353760;14,2947508811701;48,3180608791753
559;112;Quercus;robur; -;Stiel-Eiche;7;3;32;L;71353;353788;14,2946179407277;48,3183104543501
559;111;Quercus;robur; -;Stiel-Eiche;8;3;37;L;71346;353781;14,2945316335241;48,3182543104453
113;037;Acer;pseudoplatanus; -;Berg-Ahorn;30;15;332;L;72405;349852;14,3081310456182;48,2828030873096
388;999FL;Prunus;avium; -;Vogel-Kirsche;12;0;0;L;70560;345852;14,2826124465168;48,2470468331162
559;068;Fraxinus;excelsior; -;Gemeine Esche;12;8;94;L;71287;353782;14,2937253594841;48,3182633356846
559;109;Tilia;sp.;-;Linde;9;6;58;L;71284;353789;14,2936907308591;48,3183305131550
559;074;Acer;platanoides; -;Spitz-Ahorn;15;8;110;L;71296;353805;14,2938550842170;48,3184731451091
559;088;Tilia;sp.;-;Linde;17;10;140;L;71360;353874;14,2947349459861;48,3190836986263
5178;111;Fraxinus;excelsior; -;Gemeine Esche;11;5;91;L;71017;345342;14,2886837827934;48,2424058907065
5178;112;Fraxinus;excelsior; -;Gemeine Esche;11;6;78;L;71031;345342;14,2888663568075;48,2424046753790
6034;004;Carpinus;betulus; -;Hainbuche;5;3;28;L;69645;352752;14,2714210757154;48,3091908155740
465;030;Tilia;cordata; -;Winter-Linde;22;11;210;L;68475;354424;14,2559210296657;48,3243512013366
611;024;Pinus;nigra;austriaca;÷sterreichische Schwarz-Kiefer;14;10;170;N;70258;354076;14,2799018464368;48,3210257609024
665;034;Taxus;baccata; -;Gemeine Eibe;6;4;100;N;72679;355385;14,3127771229680;48,3325227869525
4067;005;Prunus;avium; -;Vogel-Kirsche;14;11;140;L;72292;348988;14,3064672087380;48,2750479451604
6509;999FL;Acer;sp.; -;Ahorn;10;0;0;L;69820;355880;14,2742947437885;48,3372980193352
1270;022;Carpinus;betulus; -;Hainbuche;15;11;119;L;71527;350040;14,2963342277746;48,2845929262358
1270;023;Carpinus;betulus; -;Hainbuche;12;9;93;L;71525;350037;14,2963067769569;48,2845661757396
5097;003;Ailanthus;altissima; -;Gˆtterbaum;14;11;412;L;73274;350604;14,3199691777690;48,2894685172514
1395;003;Prunus;sp.; -;Kirsche;5;2;24;L;72250;351212;14,3062757682044;48,2950451703352
5222;001;Populus;nigra;Italica;S‰ulen-Pappel;22;8;300;L;71756;347519;14,2989934165229;48,2618986963274
1395;015;Betula;sp.; -;Birke;6;2;20;L;72275;351218;14,3066079587858;48,2951047877313
1395;024;Betula;sp.; -;Birke;7;2;19;L;72280;351222;14,3066760238653;48,2951317293463
510;022;Fagus;sylvatica; -;Rotbuche;31;9;173;L;68655;354529;14,2583668339848;48,3252726739013
240;009;Betula;pendula; -;Weiﬂ-Birke;8;4;75;L;72589;346358;14,3100170974560;48,2513636201749
572;101b;Picea;orientalis; -;Kaukasus-Fichte;15;5;82;N;71049;353802;14,2905182207628;48,3184743465388
51;123;Acer;platanoides; -;Spitz-Ahorn;14;10;152;L;71715;352799;14,2993383429642;48,3093838979880
56;042b;Prunus;avium; -;Vogel-Kirsche;16;10;108;L;71421;352791;14,2953655878484;48,3093392436938
693;016;Betula;sp.; -;Birke;14;11;100;L;71336;356737;14,2948949807041;48,3448332210417
7;234;Tilia;sp.;-;Linde;30;9;235;L;73295;355875;14,3211629814007;48,3368582696217
212;104a;Parrotia;persica; -;Eisenholzbaum;10;6;221;L;71113;352813;14,2912225269360;48,3095710063284
637;005;Crataegus;sp.; -;Weiﬂdorn;7;6;51;L;71215;355426;14,2930321871033;48,3330586400543
214;471;Acer;pseudoplatanus; -;Berg-Ahorn;20;16;223;L;71427;353295;14,2955358518661;48,3138731989766
899;004FL;Fraxinus;sp.; -;Esche;25;0;0;L;71338;349062;14,2936251029386;48,2758166982951
549;013;Crataegus;monogyna; -;Eingriffliger Weiﬂdorn;5;5;72;L;68611;354546;14,2577743920492;48,3254332251052
40;010;Acer;platanoides;Globosum;Kugel-Ahorn;4;1;20;L;70171;350676;14,2781705097990;48,2904628519074
93;998FL;Acer;sp.; -;Ahorn;20;0;0;L;71217;347098;14,2916658171892;48,2581728927284
93;999FL;Acer;sp.; -;Ahorn;20;0;0;L;71189;347130;14,2912899617208;48,2584639315639
40;042;Acer;platanoides;Globosum;Kugel-Ahorn;4;1;21;L;69935;350724;14,2749985095711;48,2909204674496
40;050;Acer;platanoides;Globosum;Kugel-Ahorn;4;2;1;L;69895;350739;14,2744620076125;48,2910597446613
40;006;Acer;platanoides;Globosum;Kugel-Ahorn;4;1;16;L;70209;350669;14,2786813707970;48,2903957132956
40;008;Acer;platanoides;Globosum;Kugel-Ahorn;4;1;17;L;70191;350672;14,2784402346616;48,2904281504202
1516;987;Salix;alba; -;Silber-Weide;20;5;174;L;70022;352495;14,2764626211836;48,3068397022504
652;048;Tilia;cordata; -;Winter-Linde;11;5;71;L;71810;354378;14,3008793854469;48,3235637727124
652;049;Acer;saccharinum;Laciniatum Wieri;Geschlitzter Silber-Ahorn;20;6;75;L;71815;354382;14,3009505806266;48,3236024363305
652;050;Quercus;robur; -;Stiel-Eiche;20;10;120;L;71820;354386;14,3010235147051;48,3236387058709
713;012;Catalpa;bignonioides; -;Trompetenbaum;16;7;151;L;70714;350071;14,2853861568795;48,2849626123976
652;312;Quercus;robur; -;Stiel-Eiche;25;13;173;L;73809;354054;14,3277708359540;48,3204283623529
652;314;Fraxinus;excelsior; -;Gemeine Esche;8;2;37;L;73821;354034;14,3279385506126;48,3202460780639
656;085;Crataegus;sp.; -;Weiﬂdorn;3;5;56;L;72781;355325;14,3141347216658;48,3319752064890
652;1011;Quercus;robur; -;Stiel-Eiche;20;9;195;L;73841;353976;14,3281955671897;48,3197210316015
652;1010;Acer;pseudoplatanus; -;Berg-Ahorn;20;10;145;L;73859;353948;14,3284337077985;48,3194703961372
652;1017;Quercus;frainetto; -;Ungarische Eiche;7;2;42;L;73278;354508;14,3206985440850;48,3245721794837
652;1018;Corylus;colurna; -;Baumhasel;12;6;108;L;73269;354513;14,3205721848417;48,3246116844214
652;1028;Fraxinus;excelsior; -;Gemeine Esche;22;10;198;L;72055;354508;14,3042057892723;48,3247070302320
6199;004;Thuja;occidentalis;Smaragd;Smaragd-Lebensbaum;3;1;45;N;69924;352515;14,2751402820572;48,3070271105095
141;996FL;Pinus;sp.; -;Kiefer / Fˆhre;10;0;0;N;72048;349866;14,3033182070820;48,2829714636190
652;1036;Acer;platanoides; -;Spitz-Ahorn;13;8;95;L;71699;354260;14,2993623567020;48,3225160886633
652;1037;Fraxinus;excelsior; -;Gemeine Esche;17;6;116;L;71695;354255;14,2993080639057;48,3224749030639
652;1038;Fraxinus;excelsior; -;Gemeine Esche;16;6;160;L;71690;354251;14,2992430918324;48,3224349965910
652;1051;Alnus;glutinosa; -;Schwarz-Erle;17;6;113;L;71701;354229;14,2993911162229;48,3222434012906
652;1063;Populus;alba;Nivea;Silber-Pappel;22;14;304;L;71716;354185;14,2995852272878;48,3218467874040
652;1061;Populus;alba;Nivea;Silber-Pappel;32;16;310;L;71729;354196;14,2997590594343;48,3219363448662
652;1070;Fraxinus;excelsior; -;Gemeine Esche;11;6;56;L;71767;354204;14,3002765296359;48,3220074792961
652;1067;Salix;alba; -;Silber-Weide;17;6;113;L;71761;354194;14,3001880530723;48,3219198769082
652;1059;Salix;alba; -;Silber-Weide;7;3;400;L;71746;354212;14,2999970543396;48,3220852378801
494;001;Salix;alba; -;Silber-Weide;20;10;226;L;68595;352555;14,2572393260243;48,3075286087408
494;009;Salix;alba; -;Silber-Weide;4;5;33;L;68564;352561;14,2568209104135;48,3075836960383
494;016;Fraxinus;excelsior; -;Gemeine Esche;10;6;65;L;68487;352587;14,2557821384580;48,3078267266342
494;017;Juglans;regia; -;Walnuss;5;8;120;L;68496;352607;14,2559130059006;48,3080089022410
494;018;Fraxinus;excelsior; -;Gemeine Esche;12;7;121;L;68489;352604;14,2558181688617;48,3079826811167
494;019;Acer;saccharinum; -;Silber-Ahorn;14;8;125;L;68469;352590;14,2555419979104;48,3078583897922
494;020;Salix;alba; -;Silber-Weide;12;9;139;L;68458;352581;14,2553920509226;48,3077822891772
494;021;Fraxinus;excelsior; -;Gemeine Esche;10;8;125;L;68461;352599;14,2554377379079;48,3079398106580
494;022;Tilia;sp.;-;Linde;9;6;101;L;68461;352609;14,2554443015640;48,3080276947156
494;023;Acer;pseudoplatanus; -;Berg-Ahorn;13;8;113;L;68451;352592;14,2553039857883;48,3078776135945
494;024;Salix;alba; -;Silber-Weide;28;16;350;L;68440;352587;14,2551483471322;48,3078335073935
494;025;Salix;alba;Tristis;Trauer-Weide;10;9;160;L;68428;352583;14,2549899921741;48,3078019522578
494;026;Salix;alba; -;Silber-Weide;30;16;330;L;68428;352598;14,2549911106656;48,3079324991315
494;027;Acer;platanoides; -;Spitz-Ahorn;8;6;94;L;68441;352610;14,2551721506286;48,3080418045868
494;144;Carpinus;betulus; -;Hainbuche;15;14;138;L;68325;352592;14,2536056948791;48,3078924345339
5182;044;Fraxinus;excelsior; -;Gemeine Esche;10;6;118;L;70450;344723;14,2809433788431;48,2368992973915
628;040a;Pseudotsuga;menziesii; -;K¸sten-Douglasie;7;4;70;N;71843;355646;14,3015445853715;48,3349613818450
5182;045;Fraxinus;excelsior; -;Gemeine Esche;10;6;112;L;70467;344731;14,2811728249571;48,2369738493902
5182;053;Fraxinus;excelsior; -;Gemeine Esche;10;6;132;L;70543;344769;14,2822032756598;48,2373061327132
285;010a;Corylus;colurna; -;Baumhasel;4;2;16;L;73269;347516;14,3193651669394;48,2616962592357
739;038a;Carpinus;betulus; -;Hainbuche;3;1;14;L;71857;350820;14,3009178408155;48,2915705754760
135;997FL;Pinus;sp.; -;Kiefer / Fˆhre;20;0;0;N;71201;349379;14,2918375167911;48,2786891780815
1136;001;Carpinus;betulus; -;Hainbuche;6;3;35;L;70485;353187;14,2828124645246;48,3130045908898
760;004;Prunus;sp.; -;Kirsche;6;2;26;L;72554;350864;14,3103177357418;48,2918873700995
992;009FL;Acer;sp.; -;Ahorn;10;0;0;L;72257;351817;14,3064684240135;48,3004923186026
501;004;Fagus;sylvatica; -;Rotbuche;15;9;175;L;68730;354616;14,2593920384311;48,3260504816031
100;029;Tilia;sp.;-;Linde;12;9;138;L;70866;354399;14,2881539181473;48,3238595623774
100;030;Tilia;sp.;-;Linde;12;10;117;L;70854;354399;14,2880020255833;48,3238657974437
6154;012;Acer;campestre; -;Feld-Ahorn;8;5;72;L;70593;354601;14,2845115738977;48,3257077211504
658;019;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;17;7;141;L;73195;355029;14,3196707385694;48,3292588815121
938;028;Liriodendron;tulipifera; -;Tulpenbaum;7;4;46;L;76112;346711;14,3575054974390;48,2541256858018
6319;001;Juglans;regia; -;Walnuss;8;8;103;L;72546;354992;14,3109115823624;48,3290079638247
51;077;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;18;16;192;L;71792;352321;14,3002923719365;48,3050764387958
51;124;Acer;platanoides; -;Spitz-Ahorn;12;10;108;L;71713;352806;14,2993078864530;48,3094432995327
51;125;Acer;platanoides; -;Spitz-Ahorn;18;11;170;L;71711;352813;14,2992805331063;48,3095078194525
240;062;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;5;2;34;L;72536;346301;14,3092871213113;48,2508589040433
693;021;Picea;omorika; -;Serbische Fichte;17;5;83;N;71326;356756;14,2947569326664;48,3450043491022
56;045a;Betula;pendula; -;Weiﬂ-Birke;16;9;80;L;71418;352802;14,2953334724815;48,3094419780540
56;048a;Betula;sp.; -;Birke;15;10;109;L;71415;352792;14,2952898626087;48,3093496483743
532;178;Acer;pseudoplatanus; -;Berg-Ahorn;20;6;132;L;69501;353019;14,2695308938813;48,3116027885084
532;173;Betula;sp.; -;Birke;22;6;136;L;69494;353010;14,2694322741268;48,3115250671012
532;198;Picea;abies; -;Gemeine Fichte;15;3;63;N;69481;353013;14,2692570674715;48,3115508781406
532;196;Picea;abies; -;Gemeine Fichte;10;3;61;N;69482;353016;14,2692695762673;48,3115766531392
532;194;Quercus;sp.; -;Eiche;22;6;136;L;69480;353017;14,2692424503378;48,3115876447533
870;009a;Quercus;robur; -;Stiel-Eiche;5;3;31;L;72358;354916;14,3083587024890;48,3283430655378
532;192;Acer;pseudoplatanus; -;Berg-Ahorn;20;6;79;L;69487;353020;14,2693334757768;48,3116179863343
870;013a;Quercus;robur; -;Stiel-Eiche;6;3;26;L;72388;354929;14,3087691144330;48,3284562093586
532;191;Acer;pseudoplatanus; -;Berg-Ahorn;20;6;104;L;69489;353019;14,2693688353103;48,3116044506463
532;187;Picea;abies; -;Gemeine Fichte;15;4;74;N;69498;353027;14,2694839243643;48,3116733772605
532;201;Fagus;sylvatica; -;Rotbuche;17;5;111;L;69469;353011;14,2690929997153;48,3115352623676
191;497;Acer;sp.; -;Ahorn;8;8;203;L;71445;353364;14,2957888314990;48,3144872729595
492;039;Tilia;cordata; -;Winter-Linde;14;10;110;L;69383;351498;14,2676872728173;48,2979406729664
492;127;Tilia;cordata; -;Winter-Linde;9;5;65;L;69640;351051;14,2710772600584;48,2938931968140
492;130;Tilia;cordata; -;Winter-Linde;8;5;60;L;69662;351027;14,2713697713802;48,2936749811353
652;046;Carpinus;betulus; -;Hainbuche;12;8;98;L;71795;354367;14,3006805072293;48,3234708578406
516;008;Juglans;regia; -;Walnuss;15;12;170;L;69793;351894;14,2732776880384;48,3014565619129
713;030;Pterocarya;fraxinifolia; -;Kaukasische Fl¸gelnuss;11;16;160;L;70678;350058;14,2848989736588;48,2848497209607
